Páginas principais,Cliques,Impressões,CTR,Posição
https://www.stz.com.br/rasteira-gabriela-essenciais-vazados-rosa-5199963-p2823425,6,689,0.87%,4.74
https://www.stz.com.br/dia-das-maes,6,664,0.9%,23.06
https://www.stz.com.br/sandalia-rasteira-gabriela-amarracao-em-corda-rafia-bege-5201263-p2830549,6,656,0.91%,1.99
https://www.stz.com.br/tenis-vertus-casual-cano-alto-recortes-feminino-preto-5188292-p2745657,6,653,0.92%,23.74
https://www.stz.com.br/papete-infantil-patrulha-canina-icons-texturizado-azul-5165361-p1680595,6,618,0.97%,2.64
https://www.stz.com.br/sandalia-aranha-infantil-barbie-duo-glitter-verde-5199380-p2819272,6,604,0.99%,9.46
https://www.stz.com.br/babuche-infantil-disney-animation-mickey-amigos-pin-removivel-pink-5194248-p2793079,6,548,1.09%,4.69
https://www.stz.com.br/dockside-mr-cat-masculino-pespontos-tecido-marinho-5180575-p2671186,6,539,1.11%,5.75
https://www.stz.com.br/chinelo-infantil-ipanema-a-casa-magica-da-gabby-pink-5184186-p2710202,6,526,1.14%,9.21
https://www.stz.com.br/bolsa-shopping-bag-gabriela-essenciais-niqueleira-marinho-5185773-p2724476,6,520,1.15%,7.74
https://www.stz.com.br/sandalia-gabriela-essenciais-salto-fino-pespontos-vermelho-5193980-p2791367,6,506,1.19%,10.97
https://www.stz.com.br/sandalia-beira-rio-salto-taca-recorte-pedraria-preto-5193853-p2790350,6,481,1.25%,11.13
https://www.stz.com.br/slide-havaianas-aqua-metallic-tiras-cruzadas-preto-5197312-p2807663,6,460,1.3%,3.8
https://www.stz.com.br/campanha-liquida-vizzano,6,443,1.35%,8.59
https://www.stz.com.br/slip-on-democrata-denim-clash-couro-preto-5194937-p2795901,6,438,1.37%,10.83
https://www.stz.com.br/carteira-masculina-cartago-recortes-tecido-cinza-5173358-p2609836,6,435,1.38%,5.33
https://www.stz.com.br/bota-coturno-pegada-tratorada-recortes-couro-preto-5188659-p2749653,6,399,1.5%,15.3
https://www.stz.com.br/bone-aba-curva-stz-feminino-bonita-bordado-rosa-5181940-p2684384,6,382,1.57%,27.51
https://www.stz.com.br/mocassim-mule-democrata-smith-ultralight-couro-marrom-5181826-p2682476,6,352,1.7%,11.01
https://www.stz.com.br/sandalia-gabriela-flatform-amarracao-aplicacao-nos-off-white-5185289-p2721950,6,345,1.74%,9.94
https://www.stz.com.br/slide-marvel-vingadores-capitao-america-azul-5132102-p75277,6,344,1.74%,8.24
https://www.stz.com.br/chinelo-pegada-couro-marrom-5108577-p53352,6,344,1.74%,31.52
https://www.stz.com.br/sandalia-rasteira-ipanema-go-style-preto-5192999-p2786367,6,239,2.51%,08.05
https://www.stz.com.br/kit-meia-cano-baixo-esportiva-cross-road-3-pares-39-43-branco-5190851-p2769634,6,198,3.03%,5.59
https://www.stz.com.br/tenis-vertus-cano-alto-masculino-nobuck-diamond-grafite-5188266-p2745647,6,195,3.08%,10.74
https://www.stz.com.br/chinelo-infantil-havaianas-baby-palette-glow-roxo-5181900-p2683680,6,183,3.28%,7.65
https://www.stz.com.br/protetor-para-calcado-stz-42-ao-45-impermeavel-marrom-5164618-p1672563,6,164,3.66%,15.69
https://www.stz.com.br/planner-365-dias-stz-felicidade-frutas-tropical-color-5163337-p1658762,6,161,3.73%,5.2
https://www.stz.com.br/pasta-executiva-mac-jac-notebook-preto-5187337-p2736479,6,157,3.82%,9.66
https://www.stz.com.br/sandalia-aranha-infantil-zaxy-nina-fofura-holografica-glitter-prata-5193587-p2789417,6,136,4.41%,6.25
https://www.stz.com.br/slide-infantil-ipanema-encanto-baby-elastico-azul-5194325-p2793956,6,122,4.92%,5.65
https://www.stz.com.br/sandalia-gabriela-salto-grosso-tiras-cruzadas-tachas-preto-5197145-p2806097,6,114,5.26%,15.19
https://www.stz.com.br/babuche-infantil-luelua-unicornio-perfuros-rosa-5171059-p2587727,6,99,6.06%,5.63
https://www.stz.com.br/necessaire-stz-com-uma-divisao-preto-5143667-p157041,6,91,6.59%,4.97
https://www.stz.com.br/chinelo-havaianas-slim-cactos-verde-5172406-p2600969,6,90,6.67%,2.7
https://www.stz.com.br/sapatilha-mac-jac-pespontos-tecido-verde-5178608-p2653094,6,87,6.9%,17.49
https://www.stz.com.br/espadrille-gabriela-anabela-detalhe-recorte-linho-bege-5193992-p2791492,6,81,7.41%,5.53
https://www.stz.com.br/botina-campus-couro-mostarda-5066493-p176525,6,74,8.11%,9
https://www.stz.com.br/scarpin-beira-rio-anabela-camurca-preto-5175159-p2618243,6,56,10.71%,11.55
https://www.stz.com.br/kit-potinho-de-esponjas-para-maquiagem-gabriela-beauty-rosa-5187130-p2735087,6,48,12.5%,7.81
https://www.stz.com.br/tamanco-gabriela-flatform-tira-dupla-acolchoado-marrom-5195512-p2797708,6,41,14.63%,4.71
https://www.stz.com.br/bota-coturno-iceberg-detalhe-ziper-nobuck-preto-5158866-p1348103,6,36,16.67%,7.58
https://www.stz.com.br/marcas/molekinha?pg=4,6,34,17.65%,11.88
https://www.stz.com.br/scarpin-slingback-gabriela-salto-geometrico-detalhe-pesponto-marrom-5200890-p2828414,5,91370,0.01%,10.18
https://www.stz.com.br/chinelo-havaianas-feminino-slim-glitter-ii-preto-5165035-p1677658,5,84584,0.01%,10.1
https://www.stz.com.br/sandalia-papete-vizzano-flatform-tratorada-pedraria-preto-5198367-p2814191,5,64281,0.01%,6.56
https://www.stz.com.br/rasteira-gabriela-essenciais-vazados-caramelo-5192715-p2783974,5,47686,0.01%,8.86
https://www.stz.com.br/sandalia-papete-gabriela-flatform-tiras-cruzadas-strass-off-white-5197679-p2811417,5,41289,0.01%,8.28
https://www.stz.com.br/sandalia-rasteira-papete-moleca-flat-amarracao-corda-multicolor-preto-5181562-p2679560,5,20360,0.02%,8.66
https://www.stz.com.br/scarpin-penelope-aberto-salto-grosso-tiras-cruzadas-nobuck-preto-5195134-p2808200,5,18992,0.03%,09.07
https://www.stz.com.br/scarpin-vizzano-salto-grosso-pespontos-preto-5195490-p2798513,5,17495,0.03%,08.06
https://www.stz.com.br/sandalia-papete-infantil-gabrielinha-flatform-strass-metalizada-dourada-5198162-p2812798,5,13588,0.04%,9.84
https://www.stz.com.br/tenis-olympikus-zex-esportivo-masculino-preto-5183122-p2697031,5,13183,0.04%,07.03
https://www.stz.com.br/rasteira-modare-ultraconforto-tira-cruzadas-off-white-5188570-p2748602,5,10120,0.05%,8.35
https://www.stz.com.br/sandalia-bebece-salto-grosso-com-fivela-nobuck-preto-5160845-p1630210,5,8219,0.06%,4.52
https://www.stz.com.br/sandalia-infantil-zaxy-nina-way-flatform-tira-contato-pink-5199904-p2822991,5,7058,0.07%,3.56
https://www.stz.com.br/scarpin-vizzano-salto-grosso-pespontos-preto-5193119-p2787063,5,6493,0.08%,4.73
https://www.stz.com.br/sandalia-gabriela-essenciais-salto-grosso-pespontos-nobuck-preto-5162698-p1653169,5,6389,0.08%,4.55
https://www.stz.com.br/slide-havaianas-aqua-metallic-tiras-cruzadas-dourada-5197284-p2807627,5,6379,0.08%,9.33
https://www.stz.com.br/bota-coturno-via-marte-plataforma-tratorada-ilhos-strass-preto-5195942-p2797711,5,6281,0.08%,10.11
https://www.stz.com.br/scarpin-gabriela-essenciais-salto-fino-preto-5156527-p1165038,5,6063,0.08%,7.78
https://www.stz.com.br/sapatilha-infantil-gabrielinha-laco-metalizada-dourada-5182627-p2691756,5,5321,0.09%,08.05
https://www.stz.com.br/tenis-adidas-galaxy-6-esportivo-feminino-preto-5192858-p2785044,5,5065,0.1%,4.69
https://www.stz.com.br/sandalia-papete-moleca-flatform-amarracao-nos-branco-5198224-p2813168,5,4938,0.1%,8.85
https://www.stz.com.br/c6-regulamento,5,4697,0.11%,9.24
https://www.stz.com.br/chinelo-infantil-havaianas-baby-brasil-logo-elastico-pink-5193806-p2791494,5,4537,0.11%,4.25
https://www.stz.com.br/tenis-puma-carina-l-bdp-soft-foam-optimal-confort-feminino-preto-5196946-p2804888,5,4435,0.11%,10.81
https://www.stz.com.br/tenis-olympikus-day-esportivo-feminino-azul-5195463-p2807987,5,4172,0.12%,9.44
https://www.stz.com.br/chinelo-havaianas-top-bege-5143628-p156985,5,4159,0.12%,3.38
https://www.stz.com.br/sandalia-papete-infantil-vertus-detalhe-pespontos-camurca-bege-5195601-p2809405,5,4084,0.12%,8.53
https://www.stz.com.br/sandalia-vizzano-salto-grosso-tiras-pespontos-preto-5198320-p2813989,5,4009,0.12%,2.63
https://www.stz.com.br/chinelo-havaianas-slim-square-pop-up-azul-5198793-p2817948,5,3979,0.13%,3.68
https://www.stz.com.br/hotsite/STZ,5,3841,0.13%,9.13
https://www.stz.com.br/tenis-olympikus-jogging-100-casual-masculino-branco-5195531-p2808007,5,3749,0.13%,9.63
https://www.stz.com.br/sandalia-vizzano-salto-geometrico-tiras-cruzadas-strass-branco-5198359-p2814020,5,3642,0.14%,7.42
https://www.stz.com.br/tenis-fila-acd-classic-lifestyle-street-feminino-preto-5191906-p2779649,5,3576,0.14%,6.27
https://www.stz.com.br/chinelo-olympikus-masculino-cinza-5129252-p72535,5,3570,0.14%,5.94
https://www.stz.com.br/tenis-br-sport-casual-masculino-puxador-recortes-knit-preto-5198553-p2815648,5,3429,0.15%,9.89
https://www.stz.com.br/mocassim-modare-ultraconforto-plataforma-corrente-preto-5194376-p2794132,5,3361,0.15%,08.09
https://www.stz.com.br/tenis-olympikus-eros-casual-masculino-branco-5193956-p2792598,5,3319,0.15%,13.55
https://www.stz.com.br/mocassim-modare-ultraconforto-plataforma-textura-croco-verniz-preto-5197084-p2805691,5,3091,0.16%,3.22
https://www.stz.com.br/escova-de-cabelo-ricca-flex-desembaracadora-raquete-azul-5172393-p2600931,5,3046,0.16%,15.86
https://www.stz.com.br/chuteira-society-umbro-orbit-preto-5192916-p2785491,5,2763,0.18%,6.63
https://www.stz.com.br/scarpin-slingback-penelope-salto-grosso-elastico-caramelo-5198673-p2816195,5,2634,0.19%,9.26
https://www.stz.com.br/tenis-converse-all-star-chuck-taylor-cano-alto-bege-5167330-p1692240,5,2600,0.19%,3.56
https://www.stz.com.br/tenis-dakota-extraconforto-casual-feminino-knit-preto-5197738-p2812906,5,2551,0.2%,9.41
https://www.stz.com.br/sandalia-vizzano-salto-grosso-detalhe-decote-glitter-preto-5198333-p2814002,5,2542,0.2%,2.42
https://www.stz.com.br/sandalia-rasteira-gabriela-amarracao-nobuck-preto-5181685-p2681006,5,2409,0.21%,3.88
https://www.stz.com.br/chuteira-futsal-umbro-cannon-neon-coral-5194941-p2795959,5,2304,0.22%,7.24
https://www.stz.com.br/sandalia-infantil-cartago-mini-malta-v-elegante-tiras-contato-marinho-5192943-p2785689,5,2273,0.22%,2.53
https://www.stz.com.br/tenis-modare-ultraconforto-casual-feminino-knit-bege-5188564-p2748747,5,2163,0.23%,3.26
https://www.stz.com.br/sandalia-dakota-plataforma-tiras-rafia-nude-5196510-p2801617,5,2136,0.23%,8.28
https://www.stz.com.br/marcas/gabriela?pg=5,5,2106,0.24%,2.88
https://www.stz.com.br/sandalia-infantil-kidy-toys-flex-anatomico-kit-cozinha-de-brinquedo-5200016-p2824129,5,2102,0.24%,9.16
https://www.stz.com.br/campanha-bolsas?pg=2,5,2062,0.24%,7.22
https://www.stz.com.br/bolsa-tiracolo-pequena-gabriela-corrente-matelasse-preto-5185529-p2722685,5,2057,0.24%,10.96
https://www.stz.com.br/sandalia-gabriela-salto-fino-fivela-off-white-5192019-p2780683,5,2010,0.25%,06.04
https://www.stz.com.br/meia-calca-feminina-trifil-classica-m-fio-80-preta-5028308-p92215,5,1988,0.25%,18.1
https://www.stz.com.br/tenis-vertus-jogging-masculino-tecido-marinho-5197018-p2805507,5,1985,0.25%,4.72
https://www.stz.com.br/tenis-via-marte-casual-feminino-logo-strass-metalizado-off-white-5199152-p2820449,5,1978,0.25%,3.35
https://www.stz.com.br/tenis-converse-all-star-chuck-taylor-vermelho-5046347-p1351,5,1947,0.26%,18.5
https://www.stz.com.br/sandalia-beira-rio-salto-fino-strass-holografica-metalizada-color-5193831-p2790319,5,1923,0.26%,8.97
https://www.stz.com.br/tenis-adidas-runfalcon-3-0-esportivo-masculino-preto-5196889-p2804402,5,1922,0.26%,12.82
https://www.stz.com.br/sapatilha-beira-rio-aberta-elastico-drapeada-off-white-5199372-p2819316,5,1896,0.26%,10.76
https://www.stz.com.br/scarpin-vizzano-salto-fino-pespontos-metalizado-prata-5194322-p2793948,5,1886,0.27%,2.97
https://www.stz.com.br/sandalia-gabriela-essenciais-salto-grosso-pespontos-prata-5184021-p2707795,5,1877,0.27%,3.42
https://www.stz.com.br/tenis-olympikus-jogging-101-casual-feminino-color-5195486-p2808006,5,1876,0.27%,10.78
https://www.stz.com.br/tenis-adidas-lite-racer-3-0-esportivo-masculino-preto-5189486-p2757440,5,1871,0.27%,5.38
https://www.stz.com.br/chinelo-modare-ultraconforto-detalhe-tiras-metalizada-dourada-5197034-p2806347,5,1857,0.27%,2.87
https://www.stz.com.br/bolsa-tiracolo-pequena-penelope-alca-corrente-verniz-preto-5198071-p2813125,5,1791,0.28%,9.53
https://www.stz.com.br/tenis-pegada-casual-masculino-camurca-couro-preto-5188346-p2746109,5,1697,0.29%,4.86
https://www.stz.com.br/tenis-nike-revolution-6-esportivo-masculino-preto-5183425-p2701635,5,1693,0.3%,11.21
https://www.stz.com.br/bolsa-tote-media-gabriela-detalhe-nos-nude-5173340-p2609756,5,1691,0.3%,4.79
https://www.stz.com.br/sandalia-rasteira-penelope-pedraria-metalizada-prata-5198811-p2817619,5,1669,0.3%,2.22
https://www.stz.com.br/sapatenis-infantil-molekinho-casual-pespontos-marrom-5199911-p2823590,5,1606,0.31%,4.2
https://www.stz.com.br/tenis-ollie-originals-virtus-esportivo-masculino-marinho-5195279-p2800083,5,1602,0.31%,7.74
https://www.stz.com.br/sandalia-modare-ultraconforto-salto-grosso-elastico-preto-5196173-p2799648,5,1578,0.32%,5.42
https://www.stz.com.br/tenis-via-marte-casual-anabela-feminino-metalizado-branco-5196581-p2802082,5,1573,0.32%,10.14
https://www.stz.com.br/chinelo-havaianas-top-max-comfort-cinza-5193275-p2787408,5,1528,0.33%,10.73
https://www.stz.com.br/sandalia-moleca-plataforma-lurex-tiras-cruzadas-no-metalizada-dourada-5196953-p2804895,5,1520,0.33%,5.27
https://www.stz.com.br/kit-tres-cintos-femininos-gabriela-color-5195364-p2802617,5,1509,0.33%,5.75
https://www.stz.com.br/sandalia-gabriela-salto-grosso-detalhe-amarracao-dourado-5192657-p2783958,5,1504,0.33%,2.51
https://www.stz.com.br/tenis-mizuno-wave-zest-esportivo-masculino-knit-verde-militar-5197267-p2807266,5,1489,0.34%,6.51
https://www.stz.com.br/bolsa-tiracolo-pequena-gabriela-essenciais-azul-5157744-p1179332,5,1409,0.35%,8.51
https://www.stz.com.br/scarpin-vizzano-salto-fino-camurca-preto-5095687-p1423,5,1407,0.36%,3.92
https://www.stz.com.br/sandalia-gabriela-salto-grosso-amarracao-detalhe-no-rose-5195177-p2809333,5,1395,0.36%,2.74
https://www.stz.com.br/tenis-adidas-runfalcon-3-0-esportivo-masculino-estampado-marinho-5193040-p2786094,5,1374,0.36%,12.48
https://www.stz.com.br/chinelo-havaianas-glitter-flourish-lilas-5187045-p2734027,5,1364,0.37%,16.31
https://www.stz.com.br/garrafa-galao-mini-cross-road-academia-com-alca-rosa-2-2-l-5172461-p2601239,5,1350,0.37%,7.4
https://www.stz.com.br/meiao-de-futebol-infantil-umbro-classic-34-38-preto-5190050-p2761322,5,1320,0.38%,10.64
https://www.stz.com.br/chuteira-futsal-penalty-k-rx-locker-viii-laranja-5134650-p77649,5,1308,0.38%,22.03
https://www.stz.com.br/sandalia-rasteira-vizzano-tiras-cruzadas-metalizada-nude-5191424-p2776961,5,1281,0.39%,11.91
https://www.stz.com.br/tenis-ollie-originals-premium-cano-alto-casual-masculino-caramelo-5196631-p2802780,5,1249,0.4%,6.71
https://www.stz.com.br/open-ankle-boot-bebece-salto-grosso-detalhe-ziper-preto-5196400-p2801074,5,1246,0.4%,1.72
https://www.stz.com.br/tenis-mizuno-enigma-softier-foam-esportivo-masculino-marinho-5197149-p2806354,5,1245,0.4%,5.91
https://www.stz.com.br/tamanco-modare-ultraconforto-anabela-tiras-metalizado-nude-5190129-p2762538,5,1238,0.4%,03.05
https://www.stz.com.br/sandalia-penelope-salto-grosso-tiras-regulavel-branco-5199259-p2822589,5,1224,0.41%,04.07
https://www.stz.com.br/tenis-nike-air-max-intrlk-lite-casual-feminino-metalizado-branco-5194720-p2795559,5,1220,0.41%,25.01
https://www.stz.com.br/scarpin-boneca-slingback-via-marte-salto-bloco-fivelas-vermelho-5196440-p2801280,5,1202,0.42%,5.57
https://www.stz.com.br/slide-rider-drip-feminino-rosa-5174492-p2614192,5,1185,0.42%,06.02
https://www.stz.com.br/tamanco-vizzano-salto-geometrico-fivela-rebites-texturizado-marrom-5198366-p2814190,5,1169,0.43%,13.34
https://www.stz.com.br/tenis-olympikus-glam-3-esportivo-feminino-marinho-5188043-p2742525,5,1166,0.43%,11.22
https://www.stz.com.br/chinelo-havaianas-urban-print-tecido-marinho-5191429-p2777014,5,1152,0.43%,4.37
https://www.stz.com.br/sandalia-gabriela-essenciais-salto-grosso-detalhe-tira-vermelho-5185676-p2723821,5,1150,0.43%,14.98
https://www.stz.com.br/tenis-fila-tr-knit-lifestyle-casual-masculino-couro-marrom-5193377-p2787777,5,1142,0.44%,28.12
https://www.stz.com.br/bota-chelsea-mac-jac-tratorado-elastico-couro-preto-5187537-p2738266,5,1135,0.44%,24.84
https://www.stz.com.br/tenis-black-free-turbo-3-esportivo-masculino-preto-5183243-p2699158,5,1099,0.45%,7.26
https://www.stz.com.br/bolsa-tiracolo-infantil-stz-glitter-rosa-5195695-p2796464,5,1087,0.46%,5.34
https://www.stz.com.br/chinelo-infantil-havaianas-glitter-rosa-5169728-p1892621,5,1076,0.46%,6.23
https://www.stz.com.br/rasteira-papete-infantil-molekinha-flat-fivelas-coracao-glitter-preto-5196687-p2803261,5,1074,0.47%,6.92
https://www.stz.com.br/tenis-fila-recovery-super-foam-esportivo-feminino-metalizado-cinza-5192585-p2783314,5,1067,0.47%,5.83
https://www.stz.com.br/kit-meia-sapatilha-puma-3-pares-39-43-verde-color-5200155-p2824657,5,1063,0.47%,5.23
https://www.stz.com.br/tenis-ollie-originals-dunky-street-feminino-recortes-nude-branco-color-5197614-p2810106,5,1059,0.47%,3.45
https://www.stz.com.br/chinelo-beira-rio-acolchoado-tecido-preto-5187174-p2735322,5,1044,0.48%,4.55
https://www.stz.com.br/sandalia-via-marte-salto-taca-tiras-cruzadas-fivela-vinil-rose-5194512-p2795130,5,1037,0.48%,04.02
https://www.stz.com.br/mule-dakota-salto-bloco-detalhe-em-tresse-nude-5156100-p1163406,5,1034,0.48%,2.18
https://www.stz.com.br/tenis-via-marte-chunky-detalhe-aplicacao-branco-5199246-p2820472,5,1019,0.49%,04.07
https://www.stz.com.br/slide-nike-victori-one-shower-masculino-branco-5178033-p2644797,5,999,0.5%,15.01
https://www.stz.com.br/tamanco-bebece-plataforma-tiras-cruzadas-nobuck-preto-5179217-p2661244,5,991,0.5%,7.52
https://www.stz.com.br/tiara-de-cabelo-gabriela-beauty-detalhe-garras-preto-5194685-p2795322,5,990,0.51%,10.65
https://www.stz.com.br/sandalia-gabriela-plataforma-tiras-cruzadas-strass-glitter-preto-5194086-p2791922,5,985,0.51%,5.42
https://www.stz.com.br/sandalia-rasteira-ipanema-flatform-diversa-flatform-preto-5198782-p2817483,5,972,0.51%,5.69
https://www.stz.com.br/sandalia-gabriela-plataforma-detalhe-fivela-jeans-azul-5192185-p2780920,5,960,0.52%,5.22
https://www.stz.com.br/sandalia-infantil-marvel-homem-aranha-carrinho-buggy-azul-5192545-p2782891,5,941,0.53%,9.92
https://www.stz.com.br/tamanco-tchocco-salto-fino-com-laco-texturizado-preto-5155575-p1156172,5,940,0.53%,3.2
https://www.stz.com.br/tenis-infantil-vertus-jogging-aranha-tecido-led-vermelho-azul-5199322-p2819702,5,930,0.54%,6.72
https://www.stz.com.br/chinelo-havaianas-urban-blend-marrom-5158908-p1597479,5,901,0.55%,6.92
https://www.stz.com.br/kit-saco-organizador-sujo-e-limpo-stz-floral-color-5157739-p1178927,5,900,0.56%,13.87
https://www.stz.com.br/sandalia-rasteira-beira-rio-fivela-metalizada-preto-5193842-p2790339,5,895,0.56%,10.76
https://www.stz.com.br/sandalia-aranha-papete-moleca-flatform-tratorada-preto-5183150-p2697462,5,889,0.56%,11.68
https://www.stz.com.br/sapato-social-woche-pespontos-texturizado-preto-5182329-p2688869,5,871,0.57%,5.5
https://www.stz.com.br/mule-usaflex-com-pespontos-tecido-preto-5141903-p155567,5,862,0.58%,2.4
https://www.stz.com.br/sapatenis-pegada-amortech-couro-preto-5143177-p82045,5,857,0.58%,9.3
https://www.stz.com.br/tenis-adidas-vs-pace-2-0-street-masculino-branco-5188205-p2744904,5,853,0.59%,18.99
https://www.stz.com.br/marcas/grendha,5,832,0.6%,17.04
https://www.stz.com.br/sandalia-aranha-zaxy-be-yourself-preto-5168777-p1880914,5,807,0.62%,1.89
https://www.stz.com.br/chinelo-havaianas-top-disney-minnie-pink-5181861-p2683409,5,788,0.63%,2.96
https://www.stz.com.br/slip-on-bottero-comfort-twister-tratorado-couro-preto-5196624-p2802297,5,780,0.64%,08.06
https://www.stz.com.br/tenis-adidas-duramo-rc-esportivo-feminino-preto-5192853-p2784996,5,770,0.65%,9.38
https://www.stz.com.br/tenis-kolosh-sport-angel-ii-esportivo-feminino-marinho-5192582-p2783131,5,746,0.67%,6.54
https://www.stz.com.br/sandalia-papete-via-marte-flatform-tratorada-tiras-cruzadas-strass-nude-5197635-p2811094,5,738,0.68%,8.37
https://www.stz.com.br/tenis-skechers-bountiful-be-kind-memory-foam-feminino-bege-5196163-p2799401,5,729,0.69%,7.66
https://www.stz.com.br/chinelo-infantil-cartago-atlanta-elastico-preto-5199143-p2819063,5,727,0.69%,2.95
https://www.stz.com.br/chinelo-infantil-havaianas-baby-marvel-homem-aranha-vermelho-5181899-p2683679,5,719,0.7%,14.73
https://www.stz.com.br/rasteira-usaflex-tiras-cruzadas-trama-couro-preto-5187551-p2738158,5,686,0.73%,7.33
https://www.stz.com.br/spray-impermeabilizante-palterm-variedade-de-materiais-180ml-5182644-p2691918,5,686,0.73%,42.31
https://www.stz.com.br/bota-knit-mississipi-cano-medio-preto-5202961-p2838564,5,682,0.73%,2.36
https://www.stz.com.br/campanha-email-sandalias-infantis,5,668,0.75%,9.68
https://www.stz.com.br/menina?pg=8,5,666,0.75%,6.38
https://www.stz.com.br/tenis-gabriela-casual-feminino-recortes-metalizados-multicolor-branco-5198267-p2813893,5,650,0.77%,6.61
https://www.stz.com.br/sandalia-gabriela-salto-grosso-amarracao-strass-metalizada-prata-5195062-p2805023,5,645,0.78%,7.14
https://www.stz.com.br/sandalia-bebece-plataforma-detalhe-fivela-preto-5192581-p2783130,5,632,0.79%,9.4
https://www.stz.com.br/tamanco-vizzano-salto-grosso-recortes-verniz-nude-5166563-p1689695,5,622,0.8%,6.64
https://www.stz.com.br/sandalia-gabriela-flatform-amarracao-nos-vinho-5201592-p2831890,5,618,0.81%,8.6
https://www.stz.com.br/bolsa-tote-media-gabriela-detalhe-nos-vinho-5194391-p2794275,5,582,0.86%,7.58
https://www.stz.com.br/sandalia-rasteira-ipanema-celebra-plus-strass-preto-5197260-p2807210,5,575,0.87%,8.7
https://www.stz.com.br/sandalia-modare-ultraconforto-flatform-aplicacao-preto-5185824-p2724946,5,568,0.88%,3.33
https://www.stz.com.br/sandalia-rasteira-havaianas-you-paraty-studs-azul-5181772-p2681870,5,567,0.88%,13.44
https://www.stz.com.br/tamanco-bebece-plataforma-tiras-cruzadas-camurca-tiras-nude-5164592-p1671280,5,566,0.88%,2
https://www.stz.com.br/tenis-mizuno-cool-ride-esportivo-masculino-knit-verde-militar-5192602-p2783238,5,559,0.89%,5.45
https://www.stz.com.br/chinelo-havaianas-slim-glitter-flourish-verde-5187044-p2734026,5,547,0.91%,15.93
https://www.stz.com.br/tenis-adidas-advantage-base-casual-feminino-metalizado-branco-5193015-p2786003,5,476,1.05%,11.52
https://www.stz.com.br/tenis-moleca-casual-feminino-pespontos-caramelo-5192278-p2781325,5,476,1.05%,12.65
https://www.stz.com.br/sapatenis-woche-detalhe-perfuros-preto-5176597-p2628839,5,468,1.07%,6.55
https://www.stz.com.br/rasteira-gabriela-essenciais-vazados-nude-5171976-p2596877,5,461,1.08%,6.72
https://www.stz.com.br/tenis-aramis-deep-casual-masculino-caramelo-5188743-p2750499,5,460,1.09%,18.36
https://www.stz.com.br/bota-coturno-democrata-garage-astro-couro-marrom-5188170-p2744012,5,439,1.14%,13.4
https://www.stz.com.br/scarpin-gabriela-salto-fino-metalizado-dourado-5181712-p2681383,5,425,1.18%,9.92
https://www.stz.com.br/tamanco-tchocco-salto-fino-fivela-nude-5190282-p2763590,5,415,1.2%,2.67
https://www.stz.com.br/sandalia-vizzano-meia-pata-metalizada-glitter-prata-5195147-p2802902,5,410,1.22%,10.06
